Entry	EC number	genus
RS_GCF_001700325.1_rep7	33976	33977
RS_GCF_001700315.1_rep2	33976	33978
RS_GCF_001700315.1_rep3	33976	33978
RS_GCF_001700325.1_rep8	33976	33977
GB_GCA_018384745.1_rep0	33976	2306576
RS_GCF_001700325.1_rep6	33976	33977
RS_GCF_003002055.1	33981	559628
RS_GCF_002934625.1	33981	512762
RS_GCF_009906395.1	33981	2696566
RS_GCF_022669155.1	33981	2925831
RS_GCF_000017305.1	33981	266940
RS_GCF_011839805.1	33981	2609562
RS_GCF_009906795.1	33981	2696567
RS_GCF_003752415.1_rep4	33983	33984
RS_GCF_003752415.1	33983	33984
RS_GCF_003752415.1_rep0	33983	33984
RS_GCF_003752415.1_rep6	33983	33984
RS_GCF_003752415.1_rep3	33983	33984
RS_GCF_003752415.1_rep2	33983	33984
RS_GCF_003752415.1_rep1	33983	33984
RS_GCF_003752415.1_rep5	33983	33984
RS_GCF_005960665.1	33986	340146
RS_GCF_000702605.1	33986	1397697
RS_GCF_025234735.1	33986	273527
RS_GCF_018618415.1	33986	2751223
RS_GCF_913775715.1	33986	202669
RS_GCF_000620865.1	33986	1397698
RS_GCF_001275385.1	33986	1684312
RS_GCF_020171655.1	33986	273527
RS_GCF_003467445.1	33986	2292355
RS_GCF_024362205.1	33986	33987
RS_GCF_025234715.1	33986	384621
RS_GCF_001870785.1	33986	1914536
RS_GCF_000416965.1	33986	1345023
RS_GCF_003331145.1	33986	2233531
RS_GCF_025234665.1	33986	340146
RS_GCF_001939065.1	33986	1358421
RS_GCF_022170825.1	33986	41170
RS_GCF_001766415.1	33986	33987
RS_GCF_018618755.1	33986	2751207
RS_GCF_019890935.1	33986	41170
RS_GCF_000702585.1	33986	1397694
GB_GCA_013693875.1	33986	307643
RS_GCF_025234635.1	33986	307643
RS_GCF_004336985.1	33986	2510963
RS_GCF_003339585.1	33986	2282449
RS_GCF_000685865.1	33986	1397700
RS_GCF_025234645.1	33986	340145
RS_GCF_000620845.1	33986	1397696
RS_GCF_000620805.1	33986	1397693
RS_GCF_020832205.1	33986	44751
RS_GCF_000022525.1_rep8	33993	434131
RS_GCF_000022525.1_rep1	33993	434131
RS_GCF_000632985.1_rep5	33993	1286528
RS_GCF_000632985.1	33993	1286528
RS_GCF_000632985.1_rep7	33993	1286528
RS_GCF_000632985.1_rep0	33993	1286528
RS_GCF_000022525.1_rep3	33993	434131
RS_GCF_000632985.1_rep1	33993	1286528
RS_GCF_000022525.1_rep2	33993	434131
RS_GCF_000632985.1_rep4	33993	1286528
RS_GCF_009856525.1	33993	2686014
RS_GCF_000022525.1	33993	434131
RS_GCF_009856525.1_rep4	33993	2686014
RS_GCF_009856525.1_rep8	33993	2686014
RS_GCF_009856525.1_rep1	33993	2686014
RS_GCF_000022525.1_rep6	33993	434131
RS_GCF_000022525.1_rep0	33993	434131
RS_GCF_009856525.1_rep5	33993	2686014
RS_GCF_000632985.1_rep2	33993	1286528
RS_GCF_000022525.1_rep7	33993	434131
RS_GCF_009856525.1_rep6	33993	2686014
RS_GCF_000022525.1_rep5	33993	434131
RS_GCF_000632985.1_rep3	33993	1286528
RS_GCF_000632985.1_rep8	33993	1286528
RS_GCF_004346035.1_rep6	34000	437
RS_GCF_004346035.1	34000	437
RS_GCF_004346035.1_rep2	34000	437
RS_GCF_004346035.1_rep3	34000	437
RS_GCF_004346035.1_rep1	34000	437
RS_GCF_004346035.1_rep7	34000	437
RS_GCF_004346035.1_rep8	34000	437
RS_GCF_004346035.1_rep4	34000	437
RS_GCF_006265225.1_rep3	3400365	2583814
RS_GCF_006265225.1	3400365	2583814
RS_GCF_006265225.1_rep5	3400365	2583814
RS_GCF_006265225.1_rep7	3400365	2583814
RS_GCF_006265225.1_rep0	3400365	2583814
RS_GCF_006265225.1_rep6	3400365	2583814
RS_GCF_006265225.1_rep4	3400365	2583814
RS_GCF_006265225.1_rep8	3400365	2583814
RS_GCF_004804355.1_rep2	3400366	2562860
RS_GCF_004804355.1	3400366	2562860
RS_GCF_004804355.1_rep3	3400366	2562860
RS_GCF_004804355.1_rep0	3400366	2562860
RS_GCF_004804355.1_rep1	3400366	2562860
RS_GCF_004804355.1_rep6	3400366	2562860
RS_GCF_004804355.1_rep4	3400366	2562860
RS_GCF_004804355.1_rep7	3400366	2562860
RS_GCF_020523965.1_rep8	3400367	2883125
RS_GCF_020523925.1_rep8	3400367	2883124
RS_GCF_020523925.1_rep4	3400367	2883124
RS_GCF_000943555.1_rep3	3400367	1382798
RS_GCF_020523965.1_rep6	3400367	2883125
RS_GCF_020523925.1_rep0	3400367	2883124
RS_GCF_000943565.1_rep1	3400367	1435349
RS_GCF_020523965.1_rep5	3400367	2883125
RS_GCF_000943555.1_rep6	3400367	1382798
RS_GCF_000943565.1_rep5	3400367	1435349
RS_GCF_020523925.1	3400367	2883124
RS_GCF_020523965.1_rep4	3400367	2883125
RS_GCF_000943565.1_rep0	3400367	1435349
RS_GCF_000943565.1_rep8	3400367	1435349
RS_GCF_000943565.1	3400367	1435349
RS_GCF_020523925.1_rep2	3400367	2883124
RS_GCF_020523925.1_rep5	3400367	2883124
RS_GCF_020523965.1	3400367	2883125
RS_GCF_000943565.1_rep3	3400367	1435349
RS_GCF_020523965.1_rep1	3400367	2883125
RS_GCF_000943555.1	3400367	1382798
RS_GCF_000943565.1_rep6	3400367	1435349
RS_GCF_020523925.1_rep3	3400367	2883124
RS_GCF_020523965.1_rep0	3400367	2883125
RS_GCF_000943555.1_rep0	3400367	1382798
RS_GCF_000943555.1_rep5	3400367	1382798
RS_GCF_000943565.1_rep7	3400367	1435349
RS_GCF_020523925.1_rep6	3400367	2883124
RS_GCF_000943565.1_rep4	3400367	1435349
RS_GCF_000943555.1_rep8	3400367	1382798
RS_GCF_020523925.1_rep7	3400367	2883124
RS_GCF_020523925.1_rep1	3400367	2883124
RS_GCF_002893765.1_rep4	3400368	2069432
RS_GCF_008806375.1_rep5	3400368	2614804
RS_GCF_001642835.1_rep3	3400368	481183
RS_GCF_001642835.1	3400368	481183
RS_GCF_008806375.1_rep6	3400368	2614804
RS_GCF_001642835.1_rep1	3400368	481183
RS_GCF_008806375.1_rep8	3400368	2614804
RS_GCF_008806375.1_rep2	3400368	2614804
RS_GCF_008806375.1_rep0	3400368	2614804
RS_GCF_002893765.1_rep2	3400368	2069432
RS_GCF_008806375.1	3400368	2614804
RS_GCF_018860245.1	3400368	481183
RS_GCF_008806375.1_rep4	3400368	2614804
RS_GCF_002893765.1	3400368	2069432
RS_GCF_008806375.1_rep7	3400368	2614804
RS_GCF_002893765.1_rep7	3400368	2069432
RS_GCF_002893765.1_rep6	3400368	2069432
RS_GCF_002893765.1_rep1	3400368	2069432
RS_GCF_001642835.1_rep2	3400368	481183
RS_GCF_018860245.1_rep2	3400368	481183
RS_GCF_018860245.1_rep3	3400368	481183
RS_GCF_002893765.1_rep3	3400368	2069432
RS_GCF_001642835.1_rep0	3400368	481183
RS_GCF_002893765.1_rep5	3400368	2069432
RS_GCF_000750955.1_rep4	340070	1437425
RS_GCF_000750955.1	340070	1437425
RS_GCF_000750955.1_rep8	340070	1437425
RS_GCF_000750955.1_rep0	340070	1437425
RS_GCF_000750955.1_rep2	340070	1437425
RS_GCF_000750955.1_rep5	340070	1437425
RS_GCF_000750955.1_rep3	340070	1437425
RS_GCF_000750955.1_rep1	340070	1437425
RS_GCF_000293785.1	34008	1187851
GB_GCA_946221765.1	34008	261011
GB_GCA_003241785.1	34008	35806
RS_GCF_001633165.1	34008	1188256
RS_GCF_003046545.1	34008	365340
GB_GCA_002706605.1	34008	34009
GB_GCA_020637615.1	34008	34009
RS_GCF_900142935.1	34008	1882821
RS_GCF_009649175.1	34008	58314
RS_GCF_004365965.1	34008	364297
RS_GCF_002073975.1	34008	308754
RS_GCF_004342445.1	34008	35805
RS_GCF_024128855.1	34008	540254
RS_GCF_003053725.1	34008	453584
RS_GCF_002079305.1	34008	1564506
RS_GCF_004343075.1	34008	320662
RS_GCF_000430685.1_rep0	340096	1123405
RS_GCF_000430685.1_rep7	340096	1123405
RS_GCF_900178005.1_rep8	340096	1965358
RS_GCF_000430685.1_rep5	340096	1123405
RS_GCF_000430685.1_rep4	340096	1123405
RS_GCF_900178005.1_rep2	340096	1965358
RS_GCF_000430685.1_rep6	340096	1123405
RS_GCF_000430685.1_rep8	340096	1123405
RS_GCF_900178005.1_rep4	340096	1965358
RS_GCF_000430685.1_rep1	340096	1123405
RS_GCF_000430685.1_rep2	340096	1123405
RS_GCF_900178005.1_rep1	340096	1965358
RS_GCF_900178005.1_rep3	340096	1965358
RS_GCF_900178005.1_rep6	340096	1965358
RS_GCF_900178005.1_rep0	340096	1965358
RS_GCF_900178005.1_rep5	340096	1965358
RS_GCF_025961475.1_rep8	34016	364296
RS_GCF_003258835.1_rep2	34016	34017
RS_GCF_003258835.1_rep8	34016	34017
RS_GCF_003258835.1_rep5	34016	34017
RS_GCF_025961475.1_rep0	34016	364296
RS_GCF_003258835.1_rep3	34016	34017
RS_GCF_003258835.1_rep1	34016	34017
RS_GCF_003258835.1_rep7	34016	34017
RS_GCF_025961475.1_rep3	34016	364296
RS_GCF_025961475.1_rep2	34016	364296
RS_GCF_025961475.1_rep7	34016	364296
RS_GCF_003258835.1_rep6	34016	34017
RS_GCF_025961475.1_rep4	34016	364296
RS_GCF_003258835.1_rep4	34016	34017
RS_GCF_003258835.1_rep0	34016	34017
RS_GCF_025961475.1_rep1	34016	364296
RS_GCF_000590865.3_rep1	34019	34021
RS_GCF_001021085.1_rep0	34019	1277257
RS_GCF_000183665.1_rep2	34019	658172
GB_GCA_003045065.1_rep5	34019	744859
RS_GCF_000590865.3_rep4	34019	34021
RS_GCF_000590865.3_rep3	34019	34021
RS_GCF_000325745.1	34019	1215343
RS_GCF_000183665.1_rep6	34019	658172
RS_GCF_014048425.1_rep6	34019	2756263
RS_GCF_000325745.1_rep0	34019	1215343
RS_GCF_001021085.1_rep5	34019	1277257
RS_GCF_001021085.1_rep2	34019	1277257
GB_GCA_003045065.1_rep0	34019	744859
GB_GCA_003045065.1_rep8	34019	744859
RS_GCF_014048425.1_rep8	34019	2756263
RS_GCF_000325745.1_rep3	34019	1215343
RS_GCF_000590865.3	34019	34021
RS_GCF_014048425.1_rep7	34019	2756263
RS_GCF_014048425.1_rep5	34019	2756263
GB_GCA_016808295.1_rep6	34019	2020335
RS_GCF_000325745.1_rep4	34019	1215343
RS_GCF_000496595.1_rep5	34019	1261131
RS_GCF_014048425.1_rep4	34019	2756263
RS_GCF_001021085.1_rep3	34019	1277257
RS_GCF_000590865.3_rep8	34019	34021
RS_GCF_000496595.1	34019	1261131
RS_GCF_000183665.1_rep4	34019	658172
RS_GCF_014048425.1_rep2	34019	2756263
RS_GCF_001021085.1_rep7	34019	1277257
GB_GCA_003045065.1_rep7	34019	744859
GB_GCA_016808295.1	34019	2020335
RS_GCF_000325745.1_rep8	34019	1215343
GB_GCA_016808295.1_rep8	34019	2020335
GB_GCA_003045065.1_rep2	34019	744859
RS_GCF_000325745.1_rep7	34019	1215343
GB_GCA_003045065.1_rep4	34019	744859
RS_GCF_000183665.1_rep8	34019	658172
RS_GCF_000496595.1_rep3	34019	1261131
RS_GCF_000590865.3_rep5	34019	34021
RS_GCF_000496595.1_rep2	34019	1261131
RS_GCF_014048425.1_rep0	34019	2756263
RS_GCF_000183665.1_rep1	34019	658172
RS_GCF_000183665.1_rep0	34019	658172
RS_GCF_014048425.1_rep3	34019	2756263
RS_GCF_000590865.3_rep2	34019	34021
RS_GCF_000496595.1_rep4	34019	1261131
RS_GCF_000590865.3_rep6	34019	34021
RS_GCF_000496595.1_rep7	34019	1261131
RS_GCF_000325745.1_rep5	34019	1215343
GB_GCA_016808295.1_rep5	34019	2020335
GB_GCA_016808295.1_rep7	34019	2020335
RS_GCF_000325745.1_rep1	34019	1215343
RS_GCF_001021085.1_rep8	34019	1277257
RS_GCF_000183665.1	34019	658172
GB_GCA_016808295.1_rep2	34019	2020335
RS_GCF_000590865.3_rep7	34019	34021
RS_GCF_001021085.1	34019	1277257
RS_GCF_000183665.1_rep3	34019	658172
GB_GCA_003045065.1_rep3	34019	744859
RS_GCF_000496595.1_rep1	34019	1261131
GB_GCA_016808295.1_rep1	34019	2020335
RS_GCF_001021085.1_rep1	34019	1277257
RS_GCF_001021085.1_rep6	34019	1277257
RS_GCF_000496595.1_rep8	34019	1261131
GB_GCA_002787155.1_rep1	3401959	1974748
GB_GCA_002787155.1	3401959	1974748
GB_GCA_002787155.1_rep5	3401959	1974748
GB_GCA_002787155.1_rep4	3401959	1974748
GB_GCA_002787155.1_rep3	3401959	1974748
GB_GCA_002787155.1_rep8	3401959	1974748
GB_GCA_002787155.1_rep2	3401959	1974748
GB_GCA_002787155.1_rep7	3401959	1974748
GB_GCA_002780005.1_rep0	3401997	1974741
GB_GCA_002780005.1	3401997	1974741
GB_GCA_002780005.1_rep6	3401997	1974741
GB_GCA_002780005.1_rep7	3401997	1974741
GB_GCA_002780005.1_rep3	3401997	1974741
GB_GCA_002780005.1_rep1	3401997	1974741
GB_GCA_002780005.1_rep5	3401997	1974741
GB_GCA_002780005.1_rep8	3401997	1974741
GB_GCA_001804415.1_rep8	3401999	1801842
GB_GCA_001804415.1	3401999	1801842
GB_GCA_001804415.1_rep5	3401999	1801842
GB_GCA_001804415.1_rep1	3401999	1801842
GB_GCA_001804415.1_rep2	3401999	1801842
GB_GCA_001804415.1_rep0	3401999	1801842
GB_GCA_001804415.1_rep3	3401999	1801842
GB_GCA_001804415.1_rep6	3401999	1801842
GB_GCA_001804285.1_rep5	3402098	1801832
GB_GCA_001804285.1	3402098	1801832
GB_GCA_001804285.1_rep6	3402098	1801832
GB_GCA_001804285.1_rep1	3402098	1801832
GB_GCA_001804285.1_rep4	3402098	1801832
GB_GCA_001804285.1_rep7	3402098	1801832
GB_GCA_001804285.1_rep2	3402098	1801832
GB_GCA_001804285.1_rep8	3402098	1801832
GB_GCA_030386295.1_rep0	3402125	2970740
GB_GCA_030386295.1	3402125	2970740
GB_GCA_030386295.1_rep4	3402125	2970740
GB_GCA_030386295.1_rep3	3402125	2970740
GB_GCA_030386295.1_rep7	3402125	2970740
GB_GCA_030386295.1_rep1	3402125	2970740
GB_GCA_030386295.1_rep2	3402125	2970740
GB_GCA_030386295.1_rep5	3402125	2970740
GB_GCA_002796125.1_rep1	3402247	1974746
GB_GCA_002796125.1	3402247	1974746
GB_GCA_002796125.1_rep4	3402247	1974746
GB_GCA_002796125.1_rep2	3402247	1974746
GB_GCA_002796125.1_rep3	3402247	1974746
GB_GCA_002796125.1_rep6	3402247	1974746
GB_GCA_002796125.1_rep7	3402247	1974746
GB_GCA_002796125.1_rep5	3402247	1974746
GB_GCA_002344825.1_rep6	3402357	1953264
GB_GCA_002344825.1	3402357	1953264
GB_GCA_002344825.1_rep7	3402357	1953264
GB_GCA_002344825.1_rep1	3402357	1953264
GB_GCA_002344825.1_rep8	3402357	1953264
GB_GCA_002344825.1_rep4	3402357	1953264
GB_GCA_002344825.1_rep0	3402357	1953264
GB_GCA_002344825.1_rep2	3402357	1953264
GB_GCA_001873995.1_rep3	3402409	1805287
GB_GCA_001873995.1	3402409	1805287
GB_GCA_001873995.1_rep2	3402409	1805287
GB_GCA_001873995.1_rep4	3402409	1805287
GB_GCA_001873995.1_rep0	3402409	1805287
GB_GCA_001873995.1_rep8	3402409	1805287
GB_GCA_001873995.1_rep6	3402409	1805287
GB_GCA_001873995.1_rep7	3402409	1805287
GB_GCA_013626165.1_rep5	3402624	1980940
GB_GCA_013626165.1	3402624	1980940
GB_GCA_013626165.1_rep8	3402624	1980940
GB_GCA_013626165.1_rep1	3402624	1980940
GB_GCA_013626165.1_rep2	3402624	1980940
GB_GCA_013626165.1_rep7	3402624	1980940
GB_GCA_013626165.1_rep3	3402624	1980940
GB_GCA_013626165.1_rep0	3402624	1980940
RS_GCF_011065485.1	34037	2703882
RS_GCF_019049625.1	34037	2816250
RS_GCF_003263515.1	34037	58169
RS_GCF_015644585.1	34037	2787622
RS_GCF_019049755.1	34037	2816244
RS_GCF_002834385.1	34037	2057180
RS_GCF_019049655.1	34037	2816249
RS_GCF_004330295.1	34037	1510570
RS_GCF_000241955.1	34037	745277
RS_GCF_019049675.1	34037	2816248
RS_GCF_002951615.1	34037	1805933
RS_GCF_003610915.1	34037	574964
GB_GCA_029222685.1_rep0	3404883	3032367
GB_GCA_029222685.1	3404883	3032367
GB_GCA_029222685.1_rep8	3404883	3032367
GB_GCA_029222685.1_rep1	3404883	3032367
GB_GCA_029222685.1_rep5	3404883	3032367
GB_GCA_029222685.1_rep6	3404883	3032367
GB_GCA_029222685.1_rep7	3404883	3032367
GB_GCA_029222685.1_rep4	3404883	3032367
GB_GCA_007751255.1_rep0	3405233	2528012
GB_GCA_007751255.1	3405233	2528012
GB_GCA_007751255.1_rep4	3405233	2528012
GB_GCA_007751255.1_rep6	3405233	2528012
GB_GCA_007751255.1_rep1	3405233	2528012
GB_GCA_007751255.1_rep7	3405233	2528012
GB_GCA_007751255.1_rep5	3405233	2528012
GB_GCA_007751255.1_rep3	3405233	2528012
GB_GCA_007751475.1_rep0	3405235	2528018
GB_GCA_007751475.1	3405235	2528018
GB_GCA_007751475.1_rep5	3405235	2528018
GB_GCA_007751475.1_rep8	3405235	2528018
GB_GCA_007751475.1_rep4	3405235	2528018
GB_GCA_007751475.1_rep6	3405235	2528018
GB_GCA_007751475.1_rep1	3405235	2528018
GB_GCA_007751475.1_rep3	3405235	2528018
GB_GCA_007748055.1_rep0	3405236	2527975
GB_GCA_007748055.1	3405236	2527975
GB_GCA_007748055.1_rep8	3405236	2527975
GB_GCA_007748055.1_rep5	3405236	2527975
GB_GCA_007748055.1_rep7	3405236	2527975
GB_GCA_007748055.1_rep2	3405236	2527975
GB_GCA_007748055.1_rep1	3405236	2527975
GB_GCA_007748055.1_rep4	3405236	2527975
GB_GCA_007750655.1_rep4	3405237	2528008
GB_GCA_007750655.1	3405237	2528008
GB_GCA_007750655.1_rep0	3405237	2528008
GB_GCA_007750655.1_rep2	3405237	2528008
GB_GCA_007750655.1_rep6	3405237	2528008
GB_GCA_007750655.1_rep1	3405237	2528008
GB_GCA_007750655.1_rep5	3405237	2528008
GB_GCA_007750655.1_rep8	3405237	2528008
GB_GCA_002162695.1	34067	1856281
GB_GCA_002101235.1	34067	1284675
RS_GCF_000384415.1	34067	655438
GB_GCA_019090295.1	34067	2024830
GB_GCA_913060865.1	34067	172194
GB_GCA_012960055.1	34067	2024830
GB_GCA_913057515.1	34067	172194
GB_GCA_012959695.1	34067	2024830
GB_GCA_002733135.1	34067	2024830
GB_GCA_018066825.1	34067	2024830
GB_GCA_002700385.1	34067	2024830
RS_GCF_013003915.1	34069	2725995
RS_GCF_029223865.1	34069	34071
RS_GCF_011682055.1	34069	2717319
RS_GCF_030770395.1	34069	3068633
RS_GCF_030462475.1	34072	3046727
RS_GCF_000382045.1	34072	1157708
RS_GCF_900101545.1	34072	1882774
RS_GCF_016082275.1	34072	1914993
RS_GCF_014170375.1	34072	1862326
RS_GCF_001541225.1	34072	207745
RS_GCF_900112425.1	34072	1882775
RS_GCF_003984625.1	34072	2495592
RS_GCF_001577265.1	34072	1795631
RS_GCF_000834655.1	34072	34073
RS_GCF_030316765.1	34072	3053516
RS_GCF_030811855.1	34072	34073
RS_GCF_030317035.1	34072	3053507
GB_GCA_025352265.1	34072	1871043
RS_GCF_001424835.1	34072	1736513
RS_GCF_030812215.1	34072	436515
RS_GCF_029893635.1	34072	2940551
RS_GCF_030316885.1	34072	3053513
RS_GCF_014192575.1	34072	2587027
RS_GCF_024734665.1	34072	34073
RS_GCF_901827205.1	34072	434008
RS_GCF_900107745.1	34072	1882828
RS_GCF_002754375.1	34072	2035212
GB_GCA_016806145.1	34072	34073
RS_GCF_900114785.1	34072	1882825
RS_GCF_030317115.1	34072	3053502
RS_GCF_003952185.1	34072	2496119
RS_GCF_030815855.1	34072	34073
RS_GCF_030317205.1	34072	3053498
RS_GCF_014303735.1	34072	2762323
RS_GCF_014302995.1	34072	2762322
RS_GCF_010499245.1	34072	1105204
GB_GCA_903872875.1	34072	114708
RS_GCF_000184745.1	34072	595537
RS_GCF_019207085.1	34072	2721546
RS_GCF_901827185.1	34072	434014
GB_GCA_023667525.1	34072	2496117
RS_GCF_009498455.1	34072	34073
RS_GCF_000282635.1	34072	1144315
RS_GCF_023195515.1	34072	3029170
RS_GCF_001425205.1	34072	1736530
RS_GCF_001591365.1	34072	1321610
RS_GCF_003019815.1	34072	2126319
RS_GCF_030316855.1	34072	3053514
GB_GCA_006438845.1	34072	363844
GB_GCA_004210915.1	34072	1871043
RS_GCF_022009635.1	34072	34073
RS_GCF_001426505.1	34072	1736541
RS_GCF_003952165.1	34072	1775474
RS_GCF_024701975.1	34072	2971255
RS_GCF_001591345.1	34072	1321609
RS_GCF_018614955.1	34072	34073
RS_GCF_900090195.1	34072	1034889
RS_GCF_003852515.1	34072	2153358
GB_GCA_946478645.1	34072	114708
RS_GCF_013376045.1	34072	2587117
GB_GCA_028292145.1	34072	1871043
GB_GCA_004211245.1	34072	1871043
RS_GCF_003984645.1	34072	2495593
RS_GCF_030486595.1	34072	363844
RS_GCF_030316825.1	34072	3053517
GB_GCA_017744285.1	34072	1871043
RS_GCF_018413605.1	34072	2835533
RS_GCF_017161115.1	34072	2681552
RS_GCF_900115685.1	34072	1566271
RS_GCF_001591385.1	34072	1321611
RS_GCF_030316895.1	34072	344883
GB_GCA_028292835.1	34072	1871043
RS_GCF_000463015.1	34072	1246301
GB_GCA_945860785.1	34072	1884383
RS_GCF_007677875.1	34072	436515
GB_GCA_028292285.1	34072	1871043
RS_GCF_003965815.1	34072	1679495
RS_GCF_002157355.1	34072	1851577
RS_GCF_009663465.1	34084	34085
RS_GCF_009670965.2	34084	34085
GB_GCA_937890925.1	34084	201354
RS_GCF_009932355.1	34084	34085
GB_GCA_938037185.1	34084	201354
RS_GCF_030517065.1	34084	103810
RS_GCF_000374405.1	34084	1123058
RS_GCF_000237205.1_rep7	34093	331113
GB_GCA_017116025.1_rep1	34093	83561
RS_GCF_000237205.1_rep3	34093	331113
RS_GCF_000237205.1	34093	331113
GB_GCA_028279205.1	34093	34094
GB_GCA_028279205.1_rep0	34093	34094
GB_GCA_016191565.1	34093	83561
GB_GCA_028281425.1_rep0	34093	34094
GB_GCA_017116025.1_rep0	34093	83561
RS_GCF_000237205.1_rep1	34093	331113
GB_GCA_027942475.1	34093	34094
GB_GCA_018333475.1	34093	34094
GB_GCA_017116025.1_rep2	34093	83561
GB_GCA_028281425.1	34093	34094
RS_GCF_000237205.1_rep6	34093	331113
GB_GCA_016191565.1_rep2	34093	83561
GB_GCA_016191565.1_rep1	34093	83561
GB_GCA_027942475.1_rep1	34093	34094
RS_GCF_000237205.1_rep2	34093	331113
RS_GCF_000237205.1_rep8	34093	331113
GB_GCA_027942475.1_rep0	34093	34094
GB_GCA_016191565.1_rep0	34093	83561
RS_GCF_000237205.1_rep4	34093	331113
GB_GCA_017116025.1	34093	83561
RS_GCF_900112165.1_rep3	34096	34097
RS_GCF_900112165.1_rep2	34096	34097
GB_GCA_947038195.1_rep1	34096	298570
GB_GCA_947038195.1	34096	298570
GB_GCA_947036575.1_rep1	34096	298570
RS_GCF_900112165.1_rep0	34096	34097
GB_GCA_947036575.1_rep0	34096	298570
GB_GCA_020722765.1	34096	34097
GB_GCA_020722765.1_rep2	34096	34097
RS_GCF_900112165.1_rep1	34096	34097
GB_GCA_947036575.1	34096	298570
GB_GCA_947036575.1_rep2	34096	298570
GB_GCA_947040475.1_rep0	34096	298570
GB_GCA_947040475.1_rep1	34096	298570
GB_GCA_020722765.1_rep0	34096	34097
GB_GCA_947038195.1_rep0	34096	298570
RS_GCF_014252115.1	34098	1653831
RS_GCF_014251655.1	34098	1653831
RS_GCF_014251235.1	34098	1653831
RS_GCF_014251575.1	34098	1653831
RS_GCF_014252015.1	34098	1653831
RS_GCF_014251635.1	34098	1653831
RS_GCF_014251755.1	34098	1653831
RS_GCF_014252295.1	34098	1653831
RS_GCF_011290385.1	34098	2715232
RS_GCF_014251695.1	34098	1653831
RS_GCF_014252455.1	34098	1653831
RS_GCF_003268615.1	34098	164516
RS_GCF_014251995.1	34098	1653831
RS_GCF_014252095.1	34098	1653831
RS_GCF_014251335.1	34098	1653831
RS_GCF_014251815.1	34098	1653831
RS_GCF_014251735.1	34098	1653831
RS_GCF_014252335.1	34098	1653831
RS_GCF_014251275.1	34098	1653831
RS_GCF_014251555.1	34098	1653831
RS_GCF_014252315.1	34098	1653831
RS_GCF_014252395.1	34098	1653831
RS_GCF_000022605.2	34098	331104
RS_GCF_014252055.1	34098	1653831
RS_GCF_014252375.1	34098	1653831
RS_GCF_014251315.1	34098	1653831
RS_GCF_014251795.1	34098	1653831
RS_GCF_003226855.1	34098	298656
RS_GCF_000262715.1	34098	1186051
RS_GCF_014252355.1	34098	1653831
RS_GCF_014252275.1	34098	1653831
RS_GCF_014251955.1	34098	1653831
RS_GCF_014252415.1	34098	1653831
RS_GCF_014251375.1	34098	1653831
RS_GCF_014252075.1	34098	1653831
RS_GCF_000348805.1	34098	1229512
RS_GCF_003573915.1	34098	1457030
RS_GCF_014252035.1	34098	1653831
RS_GCF_000236405.1	34098	1075399
RS_GCF_014199205.1_rep1	3409995	693023
RS_GCF_009848505.1	3409995	2692566
GB_GCA_016937575.1_rep2	3409995	2267537
RS_GCF_006438825.1_rep4	3409995	1854500
RS_GCF_000711725.1_rep1	3409995	1123060
RS_GCF_900141905.1_rep5	3409995	198092
RS_GCF_000711725.1_rep5	3409995	1123060
RS_GCF_014199205.1	3409995	693023
GB_GCA_016937575.1_rep0	3409995	2267537
RS_GCF_009848505.1_rep5	3409995	2692566
RS_GCF_014199205.1_rep6	3409995	693023
RS_GCF_000711725.1_rep4	3409995	1123060
RS_GCF_009848505.1_rep6	3409995	2692566
RS_GCF_006438825.1_rep0	3409995	1854500
RS_GCF_009848505.1_rep0	3409995	2692566
RS_GCF_006438825.1_rep3	3409995	1854500
RS_GCF_900141905.1_rep3	3409995	198092
RS_GCF_900141905.1_rep8	3409995	198092
RS_GCF_900141905.1_rep6	3409995	198092
GB_GCA_016937575.1_rep5	3409995	2267537
RS_GCF_000711725.1_rep8	3409995	1123060
RS_GCF_009848505.1_rep8	3409995	2692566
GB_GCA_016937575.1_rep7	3409995	2267537
RS_GCF_009848505.1_rep1	3409995	2692566
RS_GCF_014199205.1_rep0	3409995	693023
GB_GCA_016937575.1_rep6	3409995	2267537
RS_GCF_000711725.1_rep2	3409995	1123060
RS_GCF_006438825.1_rep7	3409995	1854500
RS_GCF_900141905.1_rep4	3409995	198092
RS_GCF_900141905.1	3409995	198092
RS_GCF_014199205.1_rep2	3409995	693023
GB_GCA_016937575.1	3409995	2267537
RS_GCF_006438825.1_rep8	3409995	1854500
RS_GCF_009848505.1_rep3	3409995	2692566
RS_GCF_009848505.1_rep4	3409995	2692566
RS_GCF_000711725.1_rep7	3409995	1123060
RS_GCF_000711725.1_rep0	3409995	1123060
GB_GCA_016937575.1_rep4	3409995	2267537
RS_GCF_009848505.1_rep2	3409995	2692566
RS_GCF_000711725.1_rep6	3409995	1123060
RS_GCF_006438825.1_rep2	3409995	1854500
RS_GCF_014199205.1_rep7	3409995	693023
RS_GCF_006438825.1_rep1	3409995	1854500
RS_GCF_000711725.1_rep3	3409995	1123060
GB_GCA_016937575.1_rep3	3409995	2267537
RS_GCF_900141905.1_rep0	3409995	198092
RS_GCF_009848505.1_rep7	3409995	2692566
GB_GCA_016937575.1_rep1	3409995	2267537
RS_GCF_900609045.1_rep2	34100	2483811
